id,slug,title,identifier,comment_count,upvote_count,view_count,rating_count,average_rating,post_summary.emotions.overall_sentiment,post_summary.actions.coin_rotation,post_summary.audio_elements.auditory_transcription,post_summary.psycological_view_of_video.trait_one,post_summary.psycological_view_of_video.trait_two,post_summary.psycological_view_of_video.trait_three
810,69e194ba92f20fd8324827531cd934561f5461cd,Love kush katha song,im0guXq,0,0,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
811,c7c88b72c1aad8ed89ede1e0912e486e56d5aac3,Goliath thought he had already won as soon as he saw David and laughed at him,BItO6dM,0,1,14,7,36,No Data,No Data,No Data,No Data,No Data,No Data
812,6e3e763b7b48683b477ea36b10d4105994c508ed,The story of St. Peter and the upside down cross,MsMu6eE,0,0,9,6,33,No Data,No Data,No Data,No Data,No Data,No Data
813,764cbafc6488e4d4458f06257731ee5705827de1,There is no need to be anxious for tomorrow just do what must be done today and God will make your paths straight,oOXuc36,0,1,9,6,35,No Data,No Data,No Data,No Data,No Data,No Data
814,d6aaa3483a54be53684484452494d057783b3d80,In this verse Jesus is saying how many people will talk about how much they follow God but in reality they participate in things that they shouldn’t be doing,3-ndYud,0,2,13,7,38,No Data,No Data,No Data,No Data,No Data,No Data
815,21b2f10e359309b37e559b30d3e1a15700537d02,"Matthew 6-24 No man can serve two masters- for either he. will hate the one, and love the other; or else. he will hold to the one, and despise the other. You cannot serve both God and money",YiJ_t7r,0,1,19,5,36,No Data,No Data,No Data,No Data,No Data,No Data
816,d28da964c717ccfadb883350cd66c661e2876a34,The story of prophet Elijah proving who the real God is,kWZPeQs,0,1,31,11,51,No Data,No Data,No Data,No Data,No Data,No Data
817,ccb20446db1dcc7ec792521f136c69db66c59c3d,With God by your side nothing can stop you,8eWG4mH,0,0,14,6,38,No Data,No Data,No Data,No Data,No Data,No Data
818,18774a95ada33f4718926b3c595eee8cb9d205eb,You are like the lost shepherd needing to be guided by God,fuVIfs3,0,0,6,3,23,No Data,No Data,No Data,No Data,No Data,No Data
820,b2801286fd5ac2328896ff0bebcd2a16247885f2,"As I live, says the Lord, every knee shall bow to me, and every tongue shall confess to God",PvTFE_0,0,0,11,2,36,No Data,No Data,No Data,No Data,No Data,No Data
821,4cc0f9bfef9a3329a36f1ca99beb1dd8d41b6b19,This I believe - Hillsong Can I get an Amen,Zq-ihpg,0,1,8,5,28,No Data,No Data,No Data,No Data,No Data,No Data
822,545da55f72693de80cdf2b67cd0f773b76175a8c,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,qyIH5Gr,0,1,18,6,34,No Data,No Data,No Data,No Data,No Data,No Data
824,3fdd26ade32393044f3c07da2cc58a6be05aedcd,Ramayan part 2,cRh5qrp,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
825,0214ba312ea166fda537156f0fd605b6d50d6e0e,Ramayan part 3,NpYe8U7,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
826,5b5d0351fb070504d5d84de08033d9a37253918f,Ramayana part 4,CDoaAhv,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
827,ece32c6cc4e1113fd6bbeeb6cea3708c081375c4,Ramayan part 5,T41ru07,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
828,a54e4eceb7b058e355279fe4a7cae2b2c2c20234,Ramayan part 6,u78_52Y,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
829,f35a806b8a1537dc2efe161b129bd20c2b2820de,Ramayan part 8,PiBZHj6,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
830,239f7d1ec45c00b0e53fd8109d5b1f602f2ac5c2,Ramayan part 7,C8PB6LW,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
831,efac975251094c078d6189bc7c98fe26a359cbd3,Ramayan part 10,wWeZuEY,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
832,ad5ade0a956f16e799d4e1635e5b12cef9595320,Ramayan part 9,rwrnOlC,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
833,fdb29b05c8937e8e261b85c06a2410353ed6e0a5,Ramayan part 1,FYaonNv,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
834,234ba3e0e19b9373275221d9ce7ba952e5e6bd18,I give thanks to Jesus Christ,NIPDGQc,0,0,5,3,30,No Data,No Data,No Data,No Data,No Data,No Data
837,5b7dd9c8aa30fb458f082636101436ffa3e6c666,No more things of this world Amen,e1UKdv6,0,0,11,9,24,No Data,No Data,No Data,No Data,No Data,No Data
838,9b481c9f4c65b76e6b57e20f3411d9b5bd7418d5,JESUS CHRIST IS OUR SHEPHERD,buVRcU8,0,0,15,5,36,No Data,No Data,No Data,No Data,No Data,No Data
841,8472392ddb8505710915a38a8f48e2e19610ffdc,"Dear Jesus Christ, please keep me safe",EsGkRm4,0,0,44,25,9,No Data,No Data,No Data,No Data,No Data,No Data
842,5ad7fe4d3c9f2df44350354c04c9890a854c4acb,The Greatest Gift is Jesus Christ,RZpAz1J,0,0,8,3,34,No Data,No Data,No Data,No Data,No Data,No Data
844,cff2e82e701c108331ccd9027294383a7482e005,We can make the world brighter with Jesus!,3FYeqdC,0,0,6,6,30,No Data,No Data,No Data,No Data,No Data,No Data
845,a7785114a101d8b99dd59b186581119fbd863742,For God so loved the world,93Bk6Vf,0,0,8,4,35,No Data,No Data,No Data,No Data,No Data,No Data
847,66f611efb0ba254363b7cba1831d9a6f95702140,Jesus Christ is with you in sadness and grief,hITqDXX,0,4,21,4,31,No Data,No Data,No Data,No Data,No Data,No Data
848,b10c14c798354385b801a44d00c096d6aabc3275,Dear Jesus... Thank You!,E-wl-jV,0,0,10,6,36,No Data,No Data,No Data,No Data,No Data,No Data
849,e4fab3ca817e37cf919d7b7bd6fe74322ae0d040,jesuschristhimself28013190402,DrmkZg5,0,0,6,4,20,No Data,No Data,No Data,No Data,No Data,No Data
850,87b99b81ab4d73901f55e9e86476fefc20968c2a,Ramayan part 16,ypyHaVS,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
851,a0d396e88245d6ae201dac0f7f40e24dc3d9561b,Ramayan part 11,_DEFP_X,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
852,9a72c0fecb824baddbd8a98ee46693274474107d,Ramayan part 13,hvtuBfn,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
853,3bbf23fb6e676a3fc1d19927ba5850ba5dfb7c4f,Ramayan part 19,MxQPh-a,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
854,179f8b596c551b455cbbf3d262e3218ca613417d,Ramayan part 12,9Jc3AHH,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
855,61d3a1aa8c67aab3fe73fa9b66467344560f501b,Ramayan part 15,POCaHs2,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
856,f50f22393185e7a67b86ae8d4b0ab993c9737036,Ramayan part 21,uo9YKo6,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
857,2b36770a6877bab8a1b5800025f58a4c0967c656,Ramayan part 14,ZrFnfXp,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
858,cdb3d236d478e9280f963021a392469dc9bf5fdc,Ramayan part 17,7-RnBhd,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
859,cf371c09d22bb4effec11a980ba6eadb4ffc6d9f,Ramayan part 18,_lHM0AV,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
860,8143de1267f0cbcd19360c7fec83d220641e4cb9,Ramayan part 20,wS9HaNG,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
861,ddd2d433fcb0bd37c1942b7a08afd3ff57369670,This will help you in better health and finincal stability,V5aiEdk,0,1,14,7,36,No Data,No Data,No Data,No Data,No Data,No Data
862,3b4c181e75dde8e68b9a3990c90dbe2387060f8e,What ever God does in our life it with a purpose,AOOuxE3,0,0,6,1,33,No Data,No Data,No Data,No Data,No Data,No Data
863,b2ed4e0cff92924589c4e0ce9c52dfb2173c3f1d,In the mighty name of Jesus,ZDO5Wba,0,0,7,5,34,No Data,No Data,No Data,No Data,No Data,No Data
864,4fb5f1377022c330d09541f26566eae39d057223,Things are changing for you rapidly,nNUs7tM,0,0,9,3,20,No Data,No Data,No Data,No Data,No Data,No Data
865,58cebfdca425e4c2b8d0ed124939f5c75981ac65,Moment of prayer jesus god heavenly father,D24E0ot,0,0,8,4,32,No Data,No Data,No Data,No Data,No Data,No Data
866,7e109db399ba529dd2648173ff6646c82496f4ee,father lourd I am in your presence once again jesus,wlvKu21,0,1,4,3,31,No Data,No Data,No Data,No Data,No Data,No Data
867,98b2f413277624e180a77089206cd4d038ec7e2b,I believe you can do a miracale in my life,Pr6_oSt,0,0,8,2,36,No Data,No Data,No Data,No Data,No Data,No Data
868,88be3383ffc40f25ae84a5cbc945695f75654f22,Father give me the sprit of excellence,wGt2lkT,0,0,5,3,36,No Data,No Data,No Data,No Data,No Data,No Data
869,1afbf854dcf8ceaf9068380e2ee71986fb9eb589,Heavenly father jesus I am in your presence,vAEdO9l,0,0,6,3,17,No Data,No Data,No Data,No Data,No Data,No Data
870,7cadea24b8015b8fc35fe228d946719898f49f65,Heavenly father jesus I come before you,Ycvt2xM,0,0,2,1,31,No Data,No Data,No Data,No Data,No Data,No Data
871,7e321d6784faa3d90ddfabb00bc87cf8d9ab4596,Know that the loard he is god jesus,XBB87qV,0,1,22,7,42,No Data,No Data,No Data,No Data,No Data,No Data
872,14a368f6ccb10c5e79225fe12f8719de957eaf27,Ramayan part 22,mlfGFzf,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
873,7094535caf0ded9cd5604425b077abf78d92eb5f,Ramayan part 24,d35cWk8,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
874,b34b6e4c93c51cf7fe9cde1a75fc6aad46fc3527,Ramayan part 23,ZFAEHMj,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
875,3af2e810abf1ca398639d5266781d76a9e351ebd,Ramayan part 25,qGI_E2t,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
876,2894c2fca91029fbb9e29eab96131a9d04dbfe05,Ramayan part 26,cEY6jBv,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
877,0eb30b34e96e0cc07d9d391d883b204f4e303fdb,Ramayan part 27,2OX0M4_,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
878,8bf2e997aaf5cb086871c5e04d34ffe887969dd2,Ramayan part 28,vQo-yHQ,0,0,6,0,0,No Data,No Data,No Data,No Data,No Data,No Data
879,e811c5b078073758fa6b47c2d1f1b0ac44526558,Ramayan part 29,BRVhARH,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
880,e0ccb68007a103e88179c0b6a678ae00512ce752,Ramayan part 30,WuOich2,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
881,a5adfd1a392c56095822aa2143052300a21d9349,Ramayan part 33,KHQvTTB,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
882,260527fb7529be46e96e08adee75b001394ad034,Ramayan part 32,KZISDHh,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
883,b47858f23ecbd0694ac1f327e007413f0a4cdca7,Ramayan part 31,-Anp1xl,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
884,83ae7b9c801118fc1d0c3ed5d4bb8d4939abf0cf,Ramayan part 24 Tadaka badh,9UmtVrh,0,2,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
885,65222c5ca3aed221d289cfddf06378a074d04115,jesuschristloveyou this is my kingdom,qKCVUEX,0,0,3,1,33,No Data,No Data,No Data,No Data,No Data,No Data
887,6c3be32c1c7c47af5c2c31b8f13320aaa83cfa05,jesuschristloveyou he is my saviour,QPQMvIG,0,0,3,1,29,No Data,No Data,No Data,No Data,No Data,No Data
888,d348361b87ed4f63830d5fd9d758e4ff33476f2b,jesuschristloveyou don't leave me,GdeSERA,0,0,5,1,35,No Data,No Data,No Data,No Data,No Data,No Data
889,e4a25e4dcb4cdcf4f0e516302ad9d21967d0313a,jesuschristloveyou allow me to love you,RkSWmSy,0,0,2,1,30,No Data,No Data,No Data,No Data,No Data,No Data
890,bcf07622ad878948baac2410d6574021d9454497,jesuschristloveyou you always help us,3Rgra6N,0,0,3,1,29,No Data,No Data,No Data,No Data,No Data,No Data
891,d25737d08946a5f8c1dde9b9701417d17d4db048,jesuschristloveyou jesus love me,tNjnVUO,0,0,4,1,29,No Data,No Data,No Data,No Data,No Data,No Data
892,103cccc96dee1649620c680ecbc5e9c909d2bf1e,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",QhuUPuM,0,0,5,2,28,No Data,No Data,No Data,No Data,No Data,No Data
893,49cfde6f3e5ac841feb2022331b91b44f9637042,"God is in control A God has a purpose for you! Believe in miracles, in the strength of your journey",cMhpwNz,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
894,851ef610a21406ae15e0962b918f0ca274543a38,Powerful Prayer Please Don't Skip,IUZkxKs,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
895,eb52ec5360ab585f98be8f2c59323eb93b2663c8,jesus christ love you,L32uHvx,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
896,03a308b1b65c1e87cb917fd9e6504097b9fa53d4,God allways has a plan for you🙏❤️ motivation inspiration life amazinggod jesuslover jesus  god,x7jzCio,0,0,6,2,23,No Data,No Data,No Data,No Data,No Data,No Data
897,bdb4ae7a12d723c7a4c3eb87e55c48a7a2578ab3,prayer changes person who pray amazing god amen god jesus jesuslover jesuschrist jesusislord christianity,Ku_qig5,0,0,6,3,36,No Data,No Data,No Data,No Data,No Data,No Data
898,19a9511cfdad01db7f11a15c47946a07c0dcc919,A Special Message From GOD Only For YOU  You Must Hear This  Lord Helps,JRuOHGD,0,1,15,6,36,No Data,No Data,No Data,No Data,No Data,No Data
899,470c33da141e9c85d84a7521bcdfc8cbe620b89e,Ramayan part 41,03MJyo5,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
900,b5d0edecb9cad80c7779719d9bdfee4a5a40546b,Ramayan part 42,hbxavaQ,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
901,c318364414aa419df2cdb97c42450ff5d0d912c1,Ramayan part 44,fafERxh,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
902,52a6498dec0d85022b02f32978edd7bb6c05491d,Ramayan part 45,5kj4JtX,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
903,4de992e4c9f39bce16b4eb816024f67fd749e876,Ramayan part 43,BAQ7c1N,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
904,d7a7469ec375937d8299230d039cf3aa56366733,Ramayan part 37,GehgwYA,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
905,b6cfe9db639a3dc22513ca828647bea3bd1f0909,Ramayan part 39,6iy1NDi,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
906,773758ec091e34495ab019e7b47b1a331b863fd7,Ramayan part 40,AQ7cS7u,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
907,c049585957d47c009536a25b729a943540904cdd,Ramayan part 36,E4tMLHw,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
908,a85ffa925a0050365b61b57ff9de27af13078dcd,Ramayan part 34,DKU57b3,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
909,ef4ee914582ff93c5523274a133890a27a381282,Ramayan part 35,cEcRwTv,0,1,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
910,422896e37495565b96ae5b64cd5b108033366487,Ramayan part 38,OcJ-rxW,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
912,20b683a257b2bba8c5c4f918e4a7ee6002eaf033,Ramayan part 47,ZhKzHuN,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
914,d53e83d2f539f7f703613e0527adcd8ea99a1f76,God is proud of you,f5Ij2ow,0,0,12,6,37,No Data,No Data,No Data,No Data,No Data,No Data
915,15112ee2d25789785497fe277631a2bbd2d6ef79,Trust God’s timing,SCPizFh,0,0,3,2,31,No Data,No Data,No Data,No Data,No Data,No Data
916,1cc7b9c162a93ec170e2b12d4aa89c5a78e86323,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,TNSWu9U,0,0,5,3,24,No Data,No Data,No Data,No Data,No Data,No Data
917,d229fb385d08210286240b068f85bb882b6ac111,What Jesus Taught Us About Prayer In The Bible,Cb7jMe-,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
918,44cb676a1c8bbb29104a49b7950e3b5b8b958db0,Yes He Has,OyQh9fk,0,2,9,5,32,No Data,No Data,No Data,No Data,No Data,No Data
919,44da123b083b5fc420206fa77b62727d736b1f26,Stop Worrying,Psou4Bu,0,1,2,1,29,No Data,No Data,No Data,No Data,No Data,No Data
920,cac4b675f6179a0b074e6fbf64276c89096495c3,What Jesus Taught On The Holy Spirit,CTxYpPD,0,1,1,1,30,No Data,No Data,No Data,No Data,No Data,No Data
921,dabc2b9c89899550dbc931da1e320460ea717fa5,MY TESTIMONY,lZ3bvg_,0,0,3,2,20,No Data,No Data,No Data,No Data,No Data,No Data
922,86e11eba14b10eedfd0be7abd124746dbf1ec06a,Jesus EXPOSED Satan!,1w2H6Uu,0,1,2,1,27,No Data,No Data,No Data,No Data,No Data,No Data
923,9a4be4d294fc290c407e885f432399cba2e16bd5,Trust God,pHk9lJb,0,1,4,1,28,No Data,No Data,No Data,No Data,No Data,No Data
924,d4dcd5f97a7d97b059ca73ce0b5e1470cd37c900,Ramayan part 49,Q2v6GEf,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
925,6b4aeb5936e784d2db77b7bff35d806cbe2cf8f7,Ramayan part 50,s3bEkmB,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
926,3308e4531d6878da0a9d51bd3b20655013196c54,Ramayan 51,Ogaj7_G,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
927,9fb009cf3482755c8ba2b24c50591952536d6728,Ramayan part 52,fZaQLgF,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
928,4e40b1f39fe3680ceb4cfe12e028340269613129,Ramayan part 61,DC_Oxqi,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
929,c7de64641e809f8e440f325c2a179de4d43dbc37,Ramayan part 59,JmyU_8a,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
930,f7356bd112038e41081572837027dea5330a767c,Ramayan part 62,8nSOQWl,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
931,d42b5d1e180460f39f7b37b38f1652695bd4faf2,Ramayan part 56,LmK-A0_,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
932,e7ec96c0e50a65dcb68ab2e3651e1b40e6e15b0c,Ramayan part 57,m5lsIw6,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
933,863880baf912a819c5c8c9066d3837cb3245e315,Ramayan part 55,jC4Jwl-,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
934,50cfa935c53080aa31e83164d1089b6fb2752c63,Ramayan part 60,HzVMJvv,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
935,fe35fc5fb17a67679230dd12739c6ef5f114d826,Ramayan part 53,RTINZgY,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
936,c9439ffd6a3690b79e2817df7734f3fb8a6fed3c,Ramayan part 58,3zRUC24,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
937,3116f9bd1c8f8a2e961962cdd436debaa48f74a2,Ramayan part 54,rqafsMy,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
938,f4071fcce798b902fe50542bf9c342dc1fea5a0d,"But the Lord laughs at the wicked, for he knows their day is coming",0X8hH6N,0,1,5,2,17,No Data,No Data,No Data,No Data,No Data,No Data
939,be8d3a45c9bb8d6544b007d42c2e2ce192a8f5a6,DON’T be afraid of any challenge or obstacle. Remember it might not be possible with man but when God is on your side everything is possible.  Video idea credits,fDSM3Vh,0,2,2,1,31,No Data,No Data,No Data,No Data,No Data,No Data
941,9cbb4906ccd96caaf5ba60ecd2a5b73dbbcda205,Stop saying you will do something tomorrow do it NOW!,fk2xtbm,0,1,5,3,15,No Data,No Data,No Data,No Data,No Data,No Data
942,02f947f4af5809a55d0c9e30420ab383a922cb4c,This story shows us that we should never be judging other peoples sons when we are selves are the worst of sinners,ACxNzDF,0,2,14,6,31,No Data,No Data,No Data,No Data,No Data,No Data
943,8bd8114309ba78659e039a9030b5fe612bf6b748,You cannot keep praying to God for things when you wont change yourself first,4etdVUn,0,0,3,1,30,No Data,No Data,No Data,No Data,No Data,No Data
944,7ee315a77ae6b2bc072d6298c39a59591ca116c0,You must be humble and understand that God hates the sin of pride,39COc4R,0,0,13,5,36,No Data,No Data,No Data,No Data,No Data,No Data
945,d725f2e4b5d6f8d4bbe80a54ff9282c84fe66f8b,So many people died for there faith do you think people would die for a lie,64PdVw-,1,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
946,a00f25cf86efd548bba730493b929f78650bdfea,Stop living with fear and become a warrior of God,S7yU0jf,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
947,c08e50c3325478076cbb3b04fd822657402e64bc,The reason why lucifer was thrown out of heaven was for his rebellion against God and thinking he can be greater then God,eKMrOYd,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
948,f175f8ba6a761d3bc9bcb0a58553ba6d54848dfd,When God is by your side nothing will happen to you,CTUPLrH,0,3,8,0,0,No Data,No Data,No Data,No Data,No Data,No Data
958,4c47abbb654ae786523b1e1ba35c65a56769ac8f,Ramayan part 64,WXA5KjA,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
959,072c7caca3979dfd087ecfafc4a3aaa5c05566cf,Ramayan part 67,EIoZ89G,0,1,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
960,f4c9303f8791d22e6485cfe8893047ed1bb27765,Wishing You All A Very Happy Ramnavami ram navami,BlkPv8Q,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
961,709821f89e811a105c7e83f5f2111aa66b93ebf6,"Me and my family wish you a blessed and joyous Ram Navami filled with love, harmony, and prosperity. Happy Ram Navmi 2024",1xEy9Mj,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
962,af9f7bd9f10f6728388f59f7a047bdfe8961ced2,Happy ram navmi song,UPedNRa,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
963,11620f657201f5c9b2407bd146d460421f9955d0,Happy Ram Navami song,wdfd4US,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
964,424783bfdee43ae4f25dfc594a2d61342084d170,Happy ram navami songs,4Rgpj26,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
965,181d0248125c4f11e10caec0b3c554c7e1477652,Meri Chaukhat Pe Chalke Aaj Charo Dham Aaye Hai (Happy Ram Navami ) song,VhF3CCH,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
966,c491909db2953fdc0aa955d0c0d89dc0cfac52db,"Song title- Charno Main Raghuvar Ke by Nikhil Verma, KSHL Music and Jaani",wKnBsHe,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
968,3bd259271b6762e8d29590541dce395aa83046b0,Jai Shree Ram,QQUw0OE,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
969,2c2262e952e2426553c15e6eab4acc5c7f86b39f,Shri Ram Navmi,TbDbUta,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
970,2a10ff20fdff1fdaed4e6ce4402866b4e12c98ed,Happy Ram Navami to all my family and friends,BurCXx5,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
971,4fb9ab0e4a9689add13c0133ff824034f8c2e04b,There is no need to be anxious for tomorrow just do what must be done today and God will make your paths straight   11.ai,yCCNpeO,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
972,3af26384a6b0b94a94b157bfb42510d999aa8d64,The story of St. Peter and the upside down cross,E1f6tn6,0,2,18,6,36,No Data,No Data,No Data,No Data,No Data,No Data
973,ee5ca2a6dcb3a19827aaf0c0f05b5113457783e5,When we become like little children we let go of our pride and follow God with our heart,gbk-1JX,0,1,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
974,4a97d2fbf3035c352d812804bbc9313d90326664,"Matthew 6-24 No man can serve two masters- for either he. will hate the one, and love the other; or else. he will hold to the one, and despise the other. You cannot serve both God and money",IghslNu,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
975,1db85db9d7247891ac1fcc8f9cf6cea4f8eee455,The story of prophet Elijah proving who the real God is,VXOwyD4,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
976,3cac60be50af2751977a50e01a7f9b5a3ca594cf,With God by your side nothing can stop you,mw6fnOW,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
977,2eb9e46bbbe06daff89f78e5c6bbc47ba910acf7,You are like the lost shepherd needing to be guided by God,D9rrSuo,0,0,2,0,0,No Data,No Data,No Data,No Data,No Data,No Data
978,213725a72bd74cccd6c796ad36d4c26bcf1d1dbd,Its not our works that get us into heaven but the fact the Jesus died on the cross for our sins,fE7WWen,0,0,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
979,e8ae109f0d874602d19e26e0005d868253085ba8,You will go through trials and tribulations but there is only one why up from being down and God is there to help you,hG5HmFU,0,2,72,38,7,No Data,No Data,No Data,No Data,No Data,No Data
981,ddda3501ff474722f611379abfe72e5a4271af5b,If they spit you behind your back it means you are better than them,MiRkJsm,0,0,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data
982,1c7c062ef5b9cc5a735b648f819beb64ee3eb622,We only have 2 lives - StoicMentor,RrhD3Cj,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
983,fcb1b8c9a2eeca8182ee0a1cfc3c0c343fff1e29,Love your suffering,oC2-nP8,0,2,18,9,20,No Data,No Data,No Data,No Data,No Data,No Data
984,86528240d84a5c463bd6deb1781abf8984c23875,Dont make perfections instead make mistakes - StoicMentor,O4xedBV,0,1,26,11,12,No Data,No Data,No Data,No Data,No Data,No Data
985,a983a29d3a79aa06692261ac41ffc10b9dbc077c,Its all in the state of mind - StoicMentor,qCDVeCN,0,0,5,0,0,No Data,No Data,No Data,No Data,No Data,No Data
987,5a5f069ba246638a59e482387ba83735eac83d6d,If you belieive it will workout,BMl5F1Z,0,1,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
990,88d6ff9b669e2a870587a71a596b0c23dc9e150b,17th April 2024. Ram Navami dates.,Zq40Q3L,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
991,c710cbfc786e8cd435e7b30a4e87509cb1371764,राम नाम की महिमा  जय श्रीराम,VbWsKPE,0,0,1,0,0,No Data,No Data,No Data,No Data,No Data,No Data
992,93ef3b6602d56dec3beb48a56b7dd6fa43356509,Ram Navami -- Tere hawaale -- status--,J7wW3L5,0,0,4,0,0,No Data,No Data,No Data,No Data,No Data,No Data
993,b6d7d7d9d03a2500b0f1adfd1ca068fb16351992,Happy Ram Navami! Jai Shree ram,Dep_q8y,0,0,3,0,0,No Data,No Data,No Data,No Data,No Data,No Data
